meeting_id,category,subcategory,meeting_lat,meeting_lng,time_slot,location_type,vibe,expected_cost,max_participants,avg_sentiment_score,positive_review_ratio,negative_review_ratio,review_sentiment_variance
462,스포츠,요가,37.60211349431626,126.80310385933495,morning,outdoor,에너지 넘치는,1928,9,0.633,0.385,0.615,0.367
463,스포츠,요가,37.539320871896194,127.12699930261029,evening,outdoor,에너지 넘치는,4958,7,0.556,0.5,0.5,0.536
464,문화예술,공연,37.6357401395564,126.91850230132673,afternoon,indoor,감성적인,9477,6,0.588,0.5,0.5,0.551
465,스포츠,사이클링,37.56625810898462,127.08214253454216,morning,outdoor,활기찬,7580,7,0.602,0.7,0.3,0.535
466,스터디,독서토론,37.58656458916712,126.80998836017363,evening,indoor,진지한,3196,7,0.721,0.692,0.308,0.242
467,취미활동,플라워,37.50928722640207,126.89222025962816,evening,indoor,여유로운,26219,4,0.59,0.4,0.6,0.487
468,문화예술,갤러리,37.42435633611513,127.05085535762444,afternoon,indoor,창의적인,18441,4,0.513,0.125,0.875,0.185
469,스터디,코딩,37.478738093420205,127.0580125338208,evening,indoor,진지한,6788,6,0.685,0.615,0.385,0.441
470,맛집,양식,37.46464459483567,127.19942409939404,afternoon,indoor,힐링,32574,7,0.596,0.571,0.429,0.579
471,스터디,영어회화,37.61783182051083,126.9257906543466,evening,indoor,진지한,6631,6,0.588,0.462,0.538,0.456
472,문화예술,공방체험,37.47891545420358,126.82840043180217,evening,indoor,감성적인,22783,5,0.629,0.583,0.417,0.424
473,문화예술,갤러리,37.52027081677374,127.1044442353941,afternoon,indoor,창의적인,23806,4,0.556,0.375,0.625,0.345
474,맛집,이자카야,37.63608704314372,127.0184098373283,evening,indoor,힐링,16333,4,0.414,0.143,0.857,0.395
475,맛집,이자카야,37.492506521189696,127.15379861391754,evening,indoor,여유로운,23522,5,0.594,0.5,0.5,0.445
476,취미활동,플라워,37.43277846697725,127.1795743500006,evening,indoor,창의적인,25055,6,0.587,0.538,0.462,0.352
477,소셜,방탈출,37.67933935267066,126.94458043390982,evening,indoor,즐거운,21100,7,0.711,0.636,0.364,0.44
478,카페,디저트,37.641183059232816,127.1199966690222,morning,indoor,여유로운,14032,6,0.368,0.143,0.857,0.441
479,스터디,재테크,37.464869868317294,126.8277919939534,evening,indoor,진지한,4563,5,0.625,0.538,0.462,0.419
480,취미활동,플라워,37.47573273890839,127.03060631619546,evening,indoor,창의적인,19001,5,0.6,0.545,0.455,0.564
481,문화예술,공연,37.67036720689334,126.85044107839497,evening,indoor,감성적인,22028,7,0.618,0.455,0.545,0.495
482,문화예술,공연,37.56403613744848,127.0974357626085,afternoon,indoor,창의적인,14040,5,0.62,0.5,0.5,0.405
483,맛집,양식,37.53518702753245,126.9695599007988,evening,indoor,여유로운,38626,5,0.657,0.714,0.286,0.212
484,맛집,한식,37.56989348645573,127.0848218134765,afternoon,indoor,여유로운,26595,7,0.483,0.333,0.667,0.54
485,소셜,보드게임,37.56944383432585,127.14437219303149,evening,indoor,즐거운,17355,8,0.422,0.0,1.0,0.219
486,스포츠,러닝,37.47610904899874,127.14790742720557,evening,outdoor,에너지 넘치는,8083,8,0.514,0.333,0.667,0.388
487,스포츠,등산,37.456444078162825,127.15520353840104,evening,outdoor,에너지 넘치는,5205,6,0.55,0.286,0.714,0.475
488,카페,디저트,37.41103333781992,127.16173313901302,afternoon,indoor,여유로운,19479,5,0.581,0.625,0.375,0.349
489,문화예술,공연,37.64330650678767,126.84358865172156,evening,indoor,창의적인,22890,8,0.65,0.5,0.5,0.379
490,카페,브런치,37.59913002083651,126.96568022172184,morning,indoor,여유로운,17844,7,0.753,0.625,0.375,0.475
491,스터디,영어회화,37.66992788461048,126.93446386599403,evening,indoor,진지한,2354,7,0.638,0.583,0.417,0.413
492,문화예술,갤러리,37.5544939431945,126.85229389578312,afternoon,indoor,창의적인,18124,4,0.581,0.625,0.375,0.408
493,카페,디저트,37.64169107758248,126.95101816919822,morning,indoor,여유로운,13514,5,0.722,0.765,0.235,0.413
494,소셜,볼링,37.426320178178806,127.13536509246696,evening,indoor,활기찬,13584,8,0.684,0.727,0.273,0.307
495,취미활동,그림,37.5086685091816,126.88698483343656,afternoon,indoor,여유로운,15749,5,0.665,0.6,0.4,0.417
496,소셜,볼링,37.56553378511771,126.90962168297182,evening,indoor,활기찬,21867,5,0.669,0.625,0.375,0.486
497,소셜,방탈출,37.42141010416681,127.10422324620797,evening,indoor,활기찬,16961,7,0.45,0.333,0.667,0.55
498,맛집,중식,37.42327867459285,126.85803577865563,evening,indoor,여유로운,15562,4,0.475,0.143,0.857,0.494
499,문화예술,전시회,37.58708778418918,126.99267993520492,afternoon,indoor,감성적인,24723,9,0.617,0.583,0.417,0.401
500,소셜,볼링,37.66597598031811,126.80967121750166,evening,indoor,즐거운,15286,7,0.592,0.5,0.5,0.45
